856c9055a077436c8bb233050ed6a223,2019-09-12T00:00:25.920Z,http://example.com/?url=126,user-068,GQ,Safari,windows,203,0.5085
ebdbe9724f7046d5ad7d27784084a761,2019-09-12T00:00:51.840Z,http://example.com/?url=149,user-029,SE,Chrome,IOS,408,0.3742
46ac5257147d42dc9f1560ae826acce8,2019-09-12T00:01:17.760Z,http://example.com/?url=034,user-049,LB,Safari,Linux,451,0.8624
3a3bc4ff44ae42ecb89f6696b4b76c3c,2019-09-12T00:01:43.680Z,http://example.com/?url=089,user-091,KR,IE,Mac,511,0.2604
a7ab47800d49478698fdf2e4accb717b,2019-09-12T00:02:09.600Z,http://example.com/?url=131,user-071,BT,Chrome,windows,504,0.7314
130bb2a726ab45fdaa43f1a5fa8d2f9d,2019-09-12T00:02:35.520Z,http://example.com/?url=185,user-010,KN,Opera,windows,101,0.0110
f08eb4d737f548e09c42b87d0885a6b7,2019-09-12T00:03:01.440Z,http://example.com/?url=156,user-068,GI,Opera,IOS,401,0.5319
5d97174e40b1484d8550566c25cf25a3,2019-09-12T00:03:27.360Z,http://example.com/?url=039,user-033,EE,Safari,Android,503,0.7213
09649c6cbf784159978e64a69fb6bc7a,2019-09-12T00:03:53.280Z,http://example.com/?url=056,user-060,BV,IE,windows,415,0.1019
a35a739b5cbe425893ab9d27ff8e78f8,2019-09-12T00:04:19.200Z,http://example.com/?url=028,user-053,BI,Chrome,Android,300,0.2541
41f0470bdc30431eb9c0b7fda0496a0b,2019-09-12T00:04:45.120Z,http://example.com/?url=010,user-010,IT,Firefox,Linux,418,0.1675
03ea7e8f3117482088fce0dfb441fc73,2019-09-12T00:05:11.040Z,http://example.com/?url=128,user-065,AO,Safari,IOS,302,0.9459
96f092d577944756848ed09b031f7215,2019-09-12T00:05:36.960Z,http://example.com/?url=115,user-083,NC,Safari,Android,502,0.4889
9f72cfc8b4ce46c4accd35429d5a2197,2019-09-12T00:06:02.880Z,http://example.com/?url=077,user-009,IE,Safari,Android,599,0.6532
c367e8327b064179b6e5ed696adfe7c8,2019-09-12T00:06:28.800Z,http://example.com/?url=064,user-034,LV,Firefox,windows,426,0.5220
c97f1a62dcdc45a09ff53180d658db33,2019-09-12T00:06:54.720Z,http://example.com/?url=159,user-061,WF,Edge,IOS,406,0.9402
425cbe85a0ed44268ef8d5800b1aa48b,2019-09-12T00:07:20.640Z,http://example.com/?url=040,user-006,ML,Safari,Mac,403,0.6646
f0fdf650619f4a5cb535344e68ed434e,2019-09-12T00:07:46.560Z,http://example.com/?url=050,user-098,SR,Opera,Android,410,0.1918
98e3f123e30440b38292a0a0e32543fb,2019-09-12T00:08:12.480Z,http://example.com/?url=078,user-018,MF,Safari,Linux,511,0.9413
985d88ccb92e4519867ca633671cefa7,2019-09-12T00:08:38.400Z,http://example.com/?url=060,user-067,CN,IE,IOS,412,0.5936
55df2ab0c61b4f22b1df0a50c2e2cdac,2019-09-12T00:09:04.320Z,http://example.com/?url=158,user-084,SC,Safari,Linux,100,0.9555
d74f103610c94206a3c49f8dda7c4f10,2019-09-12T00:09:30.240Z,http://example.com/?url=154,user-070,MM,Chrome,IOS,502,0.1278
ae569592388948bc98cc880f48930e13,2019-09-12T00:09:56.160Z,http://example.com/?url=146,user-008,JO,Edge,Mac,205,0.3682
dbe92d6688ad451ba157c638deb6c135,2019-09-12T00:10:22.080Z,http://example.com/?url=119,user-030,CR,Safari,Mac,208,0.9204
7f193e2c9cf44284a938a33d7b43e2eb,2019-09-12T00:10:48Z,http://example.com/?url=057,user-081,MY,IE,IOS,429,0.4971
0ddcd33524614767be82cd87358554ef,2019-09-12T00:11:13.920Z,http://example.com/?url=015,user-040,MN,Edge,Linux,411,0.2766
7bcc2fe9c2a948039e21fd781bfddbe9,2019-09-12T00:11:39.840Z,http://example.com/?url=018,user-007,NU,Edge,Mac,406,0.3838
f80bdcd470784981b1706150d0f70b12,2019-09-12T00:12:05.760Z,http://example.com/?url=029,user-028,GG,Chrome,Android,205,0.7494
593478641e9d456dbaa1cc9ad4a31edc,2019-09-12T00:12:31.680Z,http://example.com/?url=072,user-065,CH,Firefox,Android,429,0.4236
bc1ff2e351014857b5e520fca95cc790,2019-09-12T00:12:57.600Z,http://example.com/?url=163,user-015,FR,Firefox,Linux,411,0.2890
0a666a1fb4a944a4aa2c70471841a5e6,2019-09-12T00:13:23.520Z,http://example.com/?url=186,user-027,FM,IE,Mac,201,0.7783
c4a3c026b4cc4516b830caa8c0790441,2019-09-12T00:13:49.440Z,http://example.com/?url=174,user-080,NL,Edge,windows,405,0.4611
e623c9b0005848d3b4d8ca69e9fa3aa8,2019-09-12T00:14:15.360Z,http://example.com/?url=045,user-004,BG,IE,IOS,200,0.1662
7f8714922a964ad2bc2f97478e72321d,2019-09-12T00:14:41.280Z,http://example.com/?url=096,user-068,PH,Edge,Mac,405,0.7668
3eebea507fb1437a8aab14c5f83b3a03,2019-09-12T00:15:07.200Z,http://example.com/?url=048,user-052,FI,Opera,IOS,302,0.3181
3f15e9af6e4a457b9513ade66e24619c,2019-09-12T00:15:33.120Z,http://example.com/?url=085,user-086,SV,Edge,Mac,200,0.0830
1974eee514d44965a9c0f76b55c42f39,2019-09-12T00:15:59.040Z,http://example.com/?url=040,user-099,FI,Chrome,windows,414,0.9288
7513be52cea34bf691660b718a7b2d76,2019-09-12T00:16:24.960Z,http://example.com/?url=192,user-095,AR,Edge,Linux,501,0.5268
d8c13022bd0e4393a401167561a25b78,2019-09-12T00:16:50.880Z,http://example.com/?url=154,user-047,BM,Opera,Android,202,0.8698
397abb53c50d488f99cef0df0609759d,2019-09-12T00:17:16.800Z,http://example.com/?url=040,user-021,SM,Opera,Linux,422,0.6010
71e87b873bcb42f6b957047d50442579,2019-09-12T00:17:42.720Z,http://example.com/?url=139,user-025,SZ,Edge,Linux,204,0.8285
c0f47ca513704a1eaf02debf8540d5ea,2019-09-12T00:18:08.640Z,http://example.com/?url=053,user-011,FJ,IE,Linux,421,0.0376
63f8e4dd1b2c489382f3400c49a82685,2019-09-12T00:18:34.560Z,http://example.com/?url=028,user-065,KR,Chrome,Android,226,0.9953
5d2bf7d075ad461cb04e548fd22f3bed,2019-09-12T00:19:00.480Z,http://example.com/?url=100,user-063,NF,Chrome,Mac,402,0.2095
d97c61bd94ba49f9bf57fd4a32ee4255,2019-09-12T00:19:26.400Z,http://example.com/?url=151,user-015,MD,Opera,Linux,505,0.2682
1a054ee1ce2e4a5fae40d2cc27c8ac63,2019-09-12T00:19:52.320Z,http://example.com/?url=039,user-092,AD,Edge,windows,424,0.4634
