eefc2eb34a354ab7acaf14ae784a37c9,2019-09-12T00:00:25.920Z,http://example.com/?url=169,user-041,CR,IE,Android,201,0.2856
9ba55c683ddd4a05a68b631d61606df7,2019-09-12T00:00:51.840Z,http://example.com/?url=183,user-043,NE,Safari,windows,403,0.2843
a45df30287454e59856a13a0dd6a6fcf,2019-09-12T00:01:17.760Z,http://example.com/?url=041,user-005,VI,Edge,Android,444,0.6983
941c2d880242431c95ab37666af6bfa3,2019-09-12T00:01:43.680Z,http://example.com/?url=009,user-092,IS,Firefox,windows,226,0.2636
97723d7e1669450eb86a819f97e04f48,2019-09-12T00:02:09.600Z,http://example.com/?url=123,user-024,GM,Firefox,windows,303,0.0459
7e1b8f6e0ac9424ca6cea2c9d44d8095,2019-09-12T00:02:35.520Z,http://example.com/?url=038,user-015,PE,Edge,windows,305,0.3203
6d5275f3f5684d388ed81b12a68ef101,2019-09-12T00:03:01.440Z,http://example.com/?url=044,user-071,KW,Opera,Linux,303,0.1232
ae5a8b5833454640ba67f005661efffd,2019-09-12T00:03:27.360Z,http://example.com/?url=042,user-028,GT,Edge,Mac,416,0.2817
20ac3311c7a64d7a8675e5c1c776857b,2019-09-12T00:03:53.280Z,http://example.com/?url=114,user-038,RS,Firefox,Android,413,0.2393
4a0cffb5dcaf4b8898dbe99000d92aa3,2019-09-12T00:04:19.200Z,http://example.com/?url=013,user-039,LR,Edge,Mac,451,0.8403
85b2226c22304485b25f06266831aaa7,2019-09-12T00:04:45.120Z,http://example.com/?url=109,user-008,TN,Firefox,Android,507,0.1256
81248997a3e6470ab2af3b4ee0f14270,2019-09-12T00:05:11.040Z,http://example.com/?url=149,user-093,KW,Chrome,Linux,506,0.3553
74df3996b09b469681dab18901ceb90b,2019-09-12T00:05:36.960Z,http://example.com/?url=105,user-003,GL,Chrome,Mac,308,0.7358
7ce8717e669e457eb33010467c2645d8,2019-09-12T00:06:02.880Z,http://example.com/?url=062,user-053,BZ,Firefox,IOS,416,0.5824
78bf36a73d1d40fa8ad795480520eb74,2019-09-12T00:06:28.800Z,http://example.com/?url=101,user-069,SN,Edge,windows,407,0.2563
0589a4a62375490fab4528d903566133,2019-09-12T00:06:54.720Z,http://example.com/?url=155,user-064,ZW,IE,windows,301,0.8813
5680b8d349d944739dd1269ea069fab8,2019-09-12T00:07:20.640Z,http://example.com/?url=017,user-065,MA,Safari,windows,206,0.0477
ba67976c49044eb79040a3b2d20580e0,2019-09-12T00:07:46.560Z,http://example.com/?url=129,user-070,CG,Edge,Android,508,0.0935
48c6799fade9471ab1908d41428def9f,2019-09-12T00:08:12.480Z,http://example.com/?url=146,user-014,GP,Edge,Mac,402,0.8272
19c72a94c47c43bf8bbcf684a609f59e,2019-09-12T00:08:38.400Z,http://example.com/?url=103,user-034,IO,Chrome,IOS,308,0.3908
65ed7cc0205c4de98d7ddad294a83982,2019-09-12T00:09:04.320Z,http://example.com/?url=024,user-034,ST,Safari,Linux,418,0.5136
91e2e05522b54dc1a1534d1046859565,2019-09-12T00:09:30.240Z,http://example.com/?url=070,user-095,TW,Opera,Mac,506,0.4010
3440b1ff78774874bb11d56c944d283c,2019-09-12T00:09:56.160Z,http://example.com/?url=135,user-020,DJ,Chrome,IOS,414,0.4926
9c4c3e523991411fa16b07461b6c443a,2019-09-12T00:10:22.080Z,http://example.com/?url=133,user-012,PG,Chrome,Mac,300,0.6732
82dadf5248894bcebde70266bf487795,2019-09-12T00:10:48Z,http://example.com/?url=053,user-033,AL,Firefox,windows,308,0.2902
f7aed3a250a240a4881d1e2834934eb8,2019-09-12T00:11:13.920Z,http://example.com/?url=182,user-079,AL,Chrome,Mac,410,0.3807
1637a034c6b64b4c94f723a9da401263,2019-09-12T00:11:39.840Z,http://example.com/?url=117,user-062,BS,Edge,windows,305,0.5835
b647e0446f944f7bbf30b6f8ba5d99c1,2019-09-12T00:12:05.760Z,http://example.com/?url=169,user-041,VU,Chrome,IOS,205,0.7036
2871670529924ef89b0c3f28ce12f8d8,2019-09-12T00:12:31.680Z,http://example.com/?url=129,user-094,AX,Edge,Mac,300,0.7820
f17cc5eda13644509e1ef2bd85fc5c22,2019-09-12T00:12:57.600Z,http://example.com/?url=162,user-034,BQ,Edge,windows,207,0.3274
a3f71349ae914e499131500a048d1958,2019-09-12T00:13:23.520Z,http://example.com/?url=124,user-086,NI,Safari,Android,411,0.8190
3a4d894acf8a4cdf9a6530d621b95de5,2019-09-12T00:13:49.440Z,http://example.com/?url=082,user-063,MG,Chrome,Mac,511,0.4609
30d7ebf26cb04d3ea409a0da1b9faab7,2019-09-12T00:14:15.360Z,http://example.com/?url=030,user-064,BR,Opera,windows,305,0.2030
c05324518098466eaf6cf5b5ccb665ac,2019-09-12T00:14:41.280Z,http://example.com/?url=085,user-037,VI,Edge,Mac,204,0.5929
5ed983ccab9a47ef9d1919ab42e9fea5,2019-09-12T00:15:07.200Z,http://example.com/?url=015,user-053,SZ,Firefox,Android,507,0.2176
9beb19008bd9431fa52fffbe96db6227,2019-09-12T00:15:33.120Z,http://example.com/?url=030,user-031,AI,Opera,Android,302,0.9755
e4b0fe4455244d3cbd17e5ae8556fea7,2019-09-12T00:15:59.040Z,http://example.com/?url=080,user-040,BR,Firefox,Linux,101,0.7554
630227be7b6c4ab481276f131a6cb51a,2019-09-12T00:16:24.960Z,http://example.com/?url=117,user-004,MW,Edge,Linux,444,0.0281
56518c18d8c24fc19b24b29e78dcea23,2019-09-12T00:16:50.880Z,http://example.com/?url=095,user-097,PW,Chrome,Linux,503,0.2458
7e1dc325f2b54816b851af542615dae1,2019-09-12T00:17:16.800Z,http://example.com/?url=166,user-031,PA,Opera,windows,303,0.5323
09052d1d000d4293b0aa81f3ef0a99c0,2019-09-12T00:17:42.720Z,http://example.com/?url=184,user-071,VN,Safari,windows,504,0.7045
a6c9fc284a0a4041961b0b17b4d64464,2019-09-12T00:18:08.640Z,http://example.com/?url=078,user-086,CI,IE,Android,426,0.4921
19044105f7f74f5790cb11077fa82be8,2019-09-12T00:18:34.560Z,http://example.com/?url=070,user-078,FK,Safari,IOS,403,0.9213
e4ef7ae34ce64a629769f8a8d7f42f4b,2019-09-12T00:19:00.480Z,http://example.com/?url=037,user-004,SK,Chrome,windows,424,0.9146
45a591010051470188c086f9c681d5ac,2019-09-12T00:19:26.400Z,http://example.com/?url=088,user-072,CL,Safari,windows,404,0.3719
7cdf22761b5c4975b40868e39602e6c1,2019-09-12T00:19:52.320Z,http://example.com/?url=044,user-073,NZ,Opera,windows,404,0.3687
0a0e137df6b344b3bdb2337ebb849cc0,2019-09-12T00:20:18.240Z,http://example.com/?url=135,user-094,GN,Opera,IOS,444,0.0058
5119460221964e0a9f1ebb52dc6d1d8b,2019-09-12T00:20:44.160Z,http://example.com/?url=177,user-094,NR,Safari,Mac,404,0.9355
222195fa51284be486b568ef94adb420,2019-09-12T00:21:10.080Z,http://example.com/?url=128,user-043,AT,Edge,Android,406,0.6412
c2205a476e9a492e8840a573f19e154f,2019-09-12T00:21:36Z,http://example.com/?url=194,user-077,MO,IE,Mac,305,0.9792
8ea3cda83fdf461f97c7a13603f94698,2019-09-12T00:22:01.920Z,http://example.com/?url=079,user-040,PF,IE,Linux,411,0.8567
1cdaa056c83d498b84b55f534186b722,2019-09-12T00:22:27.840Z,http://example.com/?url=122,user-033,WS,Firefox,Android,444,0.5212
